minute,X,Y,player,shotType,result,h_team,a_team,player_assisted,xG
88,0.85,0.36400001525878906,Ansgar Knauff,RightFoot,SavedShot,Eintracht Frankfurt,Werder Bremen,Sepe Elye Wahi,0.10979657620191574
89,0.8859999847412109,0.605,Robin Koch,Head,MissedShots,Eintracht Frankfurt,Werder Bremen,Nathaniel Brown,0.019667858257889748
1,0.87,0.7069999694824218,Can Uzun,RightFoot,BlockedShot,Hoffenheim,Eintracht Frankfurt,Farès Chaïbi,0.016646603122353554
16,0.7809999847412109,0.34200000762939453,Ritsu Doan,LeftFoot,Goal,Hoffenheim,Eintracht Frankfurt,Hugo Larsson,0.025921139866113663
26,0.955,0.4640000152587891,Ritsu Doan,LeftFoot,Goal,Hoffenheim,Eintracht Frankfurt,Jean Négoce,0.6597768068313599
43,0.8819999694824219,0.674000015258789,Jean Négoce,RightFoot,SavedShot,Hoffenheim,Eintracht Frankfurt,,0.061050426214933395
47,0.8080000305175781,0.3559999847412109,Farès Chaïbi,RightFoot,BlockedShot,Hoffenheim,Eintracht Frankfurt,Ritsu Doan,0.1353347897529602
46,0.7819999694824219,0.6869999694824219,Can Uzun,RightFoot,SavedShot,Hoffenheim,Eintracht Frankfurt,Farès Chaïbi,0.035585109144449234
50,0.9380000305175781,0.42700000762939455,Can Uzun,RightFoot,Goal,Hoffenheim,Eintracht Frankfurt,Ritsu Doan,0.5616632103919983
74,0.7730000305175782,0.2929999923706055,Rasmus Kristensen,RightFoot,SavedShot,Hoffenheim,Eintracht Frankfurt,Farès Chaïbi,0.032588835805654526
74,0.9,0.669000015258789,Ansgar Knauff,RightFoot,MissedShots,Hoffenheim,Eintracht Frankfurt,Farès Chaïbi,0.2923078238964081
1,0.9069999694824219,0.5409999847412109,Jonathan Burkardt,RightFoot,BlockedShot,Bayer Leverkusen,Eintracht Frankfurt,Arthur Theate,0.07196041941642761
35,0.7769999694824219,0.3370000076293945,Can Uzun,LeftFoot,MissedShots,Bayer Leverkusen,Eintracht Frankfurt,Jonathan Burkardt,0.022155601531267166
36,0.955,0.44400001525878907,Jonathan Burkardt,Head,MissedShots,Bayer Leverkusen,Eintracht Frankfurt,Jean Négoce,0.440489798784256
37,0.8,0.6129999923706054,Jean Négoce,LeftFoot,BlockedShot,Bayer Leverkusen,Eintracht Frankfurt,Robin Koch,0.032962556928396225
48,0.8419999694824218,0.69,Farès Chaïbi,RightFoot,MissedShots,Bayer Leverkusen,Eintracht Frankfurt,,0.029611345380544662
50,0.8980000305175782,0.40900001525878904,Robin Koch,Head,MissedShots,Bayer Leverkusen,Eintracht Frankfurt,Ritsu Doan,0.012602344155311584
51,0.845,0.5379999923706055,Can Uzun,LeftFoot,Goal,Bayer Leverkusen,Eintracht Frankfurt,,0.02585482783615589
60,0.7180000305175781,0.40700000762939453,Nnamdi Collins,RightFoot,ShotOnPost,Bayer Leverkusen,Eintracht Frankfurt,Robin Koch,0.016776444390416145
63,0.6880000305175781,0.6880000305175781,Can Uzun,RightFoot,MissedShots,Bayer Leverkusen,Eintracht Frankfurt,Robin Koch,0.006659312639385462
66,0.9569999694824218,0.5870000076293945,Jonathan Burkardt,Head,MissedShots,Bayer Leverkusen,Eintracht Frankfurt,Ritsu Doan,0.08278335630893707
76,0.6869999694824219,0.7090000152587891,Arthur Theate,LeftFoot,MissedShots,Bayer Leverkusen,Eintracht Frankfurt,Jean Négoce,0.01167178526520729
81,0.9519999694824218,0.35200000762939454,Ritsu Doan,Head,MissedShots,Bayer Leverkusen,Eintracht Frankfurt,Jean Négoce,0.012090077623724937
88,0.9590000152587891,0.825,Sepe Elye Wahi,RightFoot,SavedShot,Bayer Leverkusen,Eintracht Frankfurt,Farès Chaïbi,0.026245323941111565
6,0.795,0.6719999694824219,Nathaniel Brown,LeftFoot,SavedShot,Eintracht Frankfurt,Union Berlin,Hugo Larsson,0.026298461481928825
15,0.7709999847412109,0.28600000381469726,Farès Chaïbi,RightFoot,SavedShot,Eintracht Frankfurt,Union Berlin,Hugo Larsson,0.019058503210544586
17,0.8209999847412109,0.6769999694824219,Can Uzun,RightFoot,BlockedShot,Eintracht Frankfurt,Union Berlin,Nathaniel Brown,0.04007662832736969
18,0.7719999694824219,0.3039999961853027,Ritsu Doan,LeftFoot,BlockedShot,Eintracht Frankfurt,Union Berlin,Farès Chaïbi,0.018611127510666847
19,0.855999984741211,0.36400001525878906,Can Uzun,RightFoot,SavedShot,Eintracht Frankfurt,Union Berlin,Farès Chaïbi,0.06111602112650871
30,0.9019999694824219,0.28,Jean Négoce,RightFoot,BlockedShot,Eintracht Frankfurt,Union Berlin,Ritsu Doan,0.059746310114860535
34,0.904000015258789,0.3060000038146973,Ritsu Doan,RightFoot,SavedShot,Eintracht Frankfurt,Union Berlin,Farès Chaïbi,0.05925273522734642
42,0.9290000152587891,0.5740000152587891,Sepe Elye Wahi,LeftFoot,MissedShots,Eintracht Frankfurt,Union Berlin,Nathaniel Brown,0.11524195969104767
45,0.8809999847412109,0.40900001525878904,Jean Négoce,RightFoot,BlockedShot,Eintracht Frankfurt,Union Berlin,Can Uzun,0.1000707820057869
47,0.7909999847412109,0.63,Nathaniel Brown,RightFoot,Goal,Eintracht Frankfurt,Union Berlin,Sepe Elye Wahi,0.027203259989619255
51,0.8859999847412109,0.4540000152587891,Can Uzun,Head,MissedShots,Eintracht Frankfurt,Union Berlin,Ritsu Doan,0.06160743907094002
59,0.8819999694824219,0.4179999923706055,Hugo Larsson,RightFoot,SavedShot,Eintracht Frankfurt,Union Berlin,,0.10269736498594284
73,0.8030000305175782,0.32099998474121094,Ritsu Doan,LeftFoot,SavedShot,Eintracht Frankfurt,Union Berlin,Can Uzun,0.02408227138221264
76,0.925,0.5420000076293945,Arthur Theate,Head,SavedShot,Eintracht Frankfurt,Union Berlin,Can Uzun,0.1258833110332489
78,0.91,0.5879999923706055,Michy Batshuayi,LeftFoot,BlockedShot,Eintracht Frankfurt,Union Berlin,Ansgar Knauff,0.0616835318505764
79,0.8580000305175781,0.5679999923706055,Can Uzun,RightFoot,Goal,Eintracht Frankfurt,Union Berlin,,0.05923328548669815
86,0.885,0.5,Jonathan Burkardt,RightFoot,Goal,Eintracht Frankfurt,Union Berlin,,0.75777667760849
93,0.8430000305175781,0.48900001525878906,Robin Koch,Head,MissedShots,Eintracht Frankfurt,Union Berlin,Can Uzun,0.018840689212083817
97,0.725,0.5940000152587891,Can Uzun,RightFoot,BlockedShot,Eintracht Frankfurt,Union Berlin,Arthur Theate,0.017339888960123062
5,0.8519999694824218,0.3629999923706055,Ritsu Doan,LeftFoot,BlockedShot,Borussia M.Gladbach,Eintracht Frankfurt,Farès Chaïbi,0.06044207513332367
7,0.7369999694824219,0.38,Ritsu Doan,LeftFoot,MissedShots,Borussia M.Gladbach,Eintracht Frankfurt,Farès Chaïbi,0.017668187618255615
10,0.950999984741211,0.56,Robin Koch,Head,Goal,Borussia M.Gladbach,Eintracht Frankfurt,Farès Chaïbi,0.39218100905418396
14,0.8719999694824219,0.27600000381469725,Ritsu Doan,LeftFoot,MissedShots,Borussia M.Gladbach,Eintracht Frankfurt,Arthur Theate,0.0326443575322628
14,0.9119999694824219,0.4620000076293945,Ansgar Knauff,RightFoot,Goal,Borussia M.Gladbach,Eintracht Frankfurt,Ritsu Doan,0.49747297167778015
27,0.825,0.610999984741211,Ansgar Knauff,RightFoot,BlockedShot,Borussia M.Gladbach,Eintracht Frankfurt,Farès Chaïbi,0.07527570426464081
27,0.8280000305175781,0.47200000762939454,Ritsu Doan,RightFoot,BlockedShot,Borussia M.Gladbach,Eintracht Frankfurt,,0.04961913824081421
28,0.740999984741211,0.35200000762939454,Can Uzun,RightFoot,MissedShots,Borussia M.Gladbach,Eintracht Frankfurt,Farès Chaïbi,0.025507532060146332
33,0.7480000305175781,0.5079999923706054,Can Uzun,RightFoot,MissedShots,Borussia M.Gladbach,Eintracht Frankfurt,Ansgar Knauff,0.023101942613720894
34,0.9319999694824219,0.4490000152587891,Jonathan Burkardt,RightFoot,Goal,Borussia M.Gladbach,Eintracht Frankfurt,Can Uzun,0.625283420085907
38,0.9430000305175781,0.5459999847412109,Farès Chaïbi,LeftFoot,Goal,Borussia M.Gladbach,Eintracht Frankfurt,Ritsu Doan,0.5639052391052246
42,0.9059999847412109,0.46599998474121096,Ansgar Knauff,Head,BlockedShot,Borussia M.Gladbach,Eintracht Frankfurt,Can Uzun,0.03919891268014908
45,0.9130000305175782,0.6519999694824219,Can Uzun,RightFoot,Goal,Borussia M.Gladbach,Eintracht Frankfurt,Farès Chaïbi,0.4228039085865021
48,0.7769999694824219,0.6619999694824219,Can Uzun,RightFoot,BlockedShot,Borussia M.Gladbach,Eintracht Frankfurt,Ansgar Knauff,0.021511277183890343
46,0.9680000305175781,0.5529999923706055,Robin Koch,LeftFoot,Goal,Borussia M.Gladbach,Eintracht Frankfurt,Nathaniel Brown,0.4934893846511841
50,0.785,0.644000015258789,Can Uzun,RightFoot,MissedShots,Borussia M.Gladbach,Eintracht Frankfurt,Ansgar Knauff,0.07394278049468994
52,0.87,0.6580000305175782,Nathaniel Brown,LeftFoot,SavedShot,Borussia M.Gladbach,Eintracht Frankfurt,Can Uzun,0.08937174081802368
61,0.874000015258789,0.5379999923706055,Mario Götze,RightFoot,BlockedShot,Borussia M.Gladbach,Eintracht Frankfurt,,0.11342283338308334
67,0.9480000305175781,0.590999984741211,Jonathan Burkardt,RightFoot,BlockedShot,Borussia M.Gladbach,Eintracht Frankfurt,Nathaniel Brown,0.14577539265155792
68,0.8490000152587891,0.785,Farès Chaïbi,RightFoot,ShotOnPost,Borussia M.Gladbach,Eintracht Frankfurt,Ritsu Doan,0.018747253343462944
74,0.7880000305175782,0.505,Ansgar Knauff,RightFoot,BlockedShot,Borussia M.Gladbach,Eintracht Frankfurt,,0.027396468445658684
2,0.779000015258789,0.36200000762939455,Can Uzun,RightFoot,MissedShots,Eintracht Frankfurt,Bayern Munich,Jonathan Burkardt,0.02610088139772415
6,0.7819999694824219,0.629000015258789,Aurélio Buta,RightFoot,MissedShots,Eintracht Frankfurt,Bayern Munich,Jean Négoce,0.029344476759433746
9,0.9230000305175782,0.47400001525878904,Ritsu Doan,LeftFoot,SavedShot,Eintracht Frankfurt,Bayern Munich,,0.37070319056510925
39,0.7709999847412109,0.7080000305175781,Jean Négoce,RightFoot,MissedShots,Eintracht Frankfurt,Bayern Munich,Jonathan Burkardt,0.014395532198250294
45,0.884000015258789,0.35200000762939454,Jonathan Burkardt,RightFoot,MissedShots,Eintracht Frankfurt,Bayern Munich,Aurélio Buta,0.07674846798181534
69,0.8130000305175781,0.544000015258789,Ritsu Doan,LeftFoot,MissedShots,Eintracht Frankfurt,Bayern Munich,,0.04284508526325226
4,0.8380000305175781,0.25799999237060545,Ritsu Doan,LeftFoot,BlockedShot,Freiburg,Eintracht Frankfurt,Can Uzun,0.01880638115108013
6,0.7980000305175782,0.49599998474121093,Farès Chaïbi,RightFoot,BlockedShot,Freiburg,Eintracht Frankfurt,Jonathan Burkardt,0.041314058005809784
17,0.919000015258789,0.5870000076293945,Jonathan Burkardt,LeftFoot,Goal,Freiburg,Eintracht Frankfurt,,0.30215564370155334
33,0.865999984741211,0.44400001525878907,Jonathan Burkardt,RightFoot,SavedShot,Freiburg,Eintracht Frankfurt,,0.07660836726427078
37,0.8969999694824219,0.47400001525878904,Jonathan Burkardt,RightFoot,Goal,Freiburg,Eintracht Frankfurt,Farès Chaïbi,0.1316908746957779
73,0.9209999847412109,0.5890000152587891,Aurèle Amenda,Head,MissedShots,Freiburg,Eintracht Frankfurt,Arthur Theate,0.04961979389190674
88,0.8619999694824219,0.42700000762939455,Nathaniel Brown,RightFoot,BlockedShot,Freiburg,Eintracht Frankfurt,Jean Négoce,0.05964197218418121
91,0.8690000152587891,0.585999984741211,Nathaniel Brown,LeftFoot,MissedShots,Freiburg,Eintracht Frankfurt,Robin Koch,0.0928005799651146
7,0.9019999694824219,0.3559999847412109,Can Uzun,RightFoot,BlockedShot,Eintracht Frankfurt,St. Pauli,Jonathan Burkardt,0.08223051577806473
31,0.855999984741211,0.505,Can Uzun,RightFoot,BlockedShot,Eintracht Frankfurt,St. Pauli,Ansgar Knauff,0.09964320063591003
34,0.9730000305175781,0.51,Jonathan Burkardt,Head,Goal,Eintracht Frankfurt,St. Pauli,,0.7709391713142395
44,0.83,0.40900001525878904,Jonathan Burkardt,RightFoot,SavedShot,Eintracht Frankfurt,St. Pauli,Ansgar Knauff,0.07179038226604462
46,0.8519999694824218,0.7669999694824219,Can Uzun,RightFoot,MissedShots,Eintracht Frankfurt,St. Pauli,Nathaniel Brown,0.026169905439019203
48,0.9330000305175781,0.4809999847412109,Nathaniel Brown,LeftFoot,SavedShot,Eintracht Frankfurt,St. Pauli,Ansgar Knauff,0.5780763626098633
49,0.8219999694824218,0.72,Can Uzun,RightFoot,SavedShot,Eintracht Frankfurt,St. Pauli,Ansgar Knauff,0.021664664149284363
55,0.9309999847412109,0.5529999923706055,Jonathan Burkardt,LeftFoot,Goal,Eintracht Frankfurt,St. Pauli,Farès Chaïbi,0.3906373679637909
59,0.784000015258789,0.3890000152587891,Ritsu Doan,LeftFoot,MissedShots,Eintracht Frankfurt,St. Pauli,,0.03065894916653633
83,0.9,0.40400001525878904,Ritsu Doan,RightFoot,SavedShot,Eintracht Frankfurt,St. Pauli,Sepe Elye Wahi,0.3545108437538147
1,0.784000015258789,0.49599998474121093,Ansgar Knauff,RightFoot,BlockedShot,FC Heidenheim,Eintracht Frankfurt,Hugo Larsson,0.03717188164591789
33,0.9080000305175782,0.48,Robin Koch,Head,MissedShots,FC Heidenheim,Eintracht Frankfurt,Mario Götze,0.08144789189100266
40,0.840999984741211,0.549000015258789,Mario Götze,RightFoot,BlockedShot,FC Heidenheim,Eintracht Frankfurt,Ansgar Knauff,0.05677879601716995
47,0.6880000305175781,0.5590000152587891,Arthur Theate,LeftFoot,SavedShot,FC Heidenheim,Eintracht Frankfurt,Nathaniel Brown,0.013624198734760284
45,0.9340000152587891,0.40900001525878904,Ellyes Skhiri,Head,ShotOnPost,FC Heidenheim,Eintracht Frankfurt,Ritsu Doan,0.2566871643066406
53,0.7419999694824219,0.5559999847412109,Hugo Larsson,RightFoot,BlockedShot,FC Heidenheim,Eintracht Frankfurt,,0.01298443041741848
54,0.9230000305175782,0.45799999237060546,Rasmus Kristensen,Head,Goal,FC Heidenheim,Eintracht Frankfurt,Nathaniel Brown,0.355884850025177
62,0.740999984741211,0.37,Hugo Larsson,RightFoot,MissedShots,FC Heidenheim,Eintracht Frankfurt,Robin Koch,0.018603956326842308
68,0.9530000305175781,0.5320000076293945,Jonathan Burkardt,Head,BlockedShot,FC Heidenheim,Eintracht Frankfurt,Mario Götze,0.08676724135875702
72,0.8430000305175781,0.6,Ansgar Knauff,RightFoot,MissedShots,FC Heidenheim,Eintracht Frankfurt,Arthur Theate,0.0703565776348114
74,0.9080000305175782,0.24,Sepe Elye Wahi,RightFoot,MissedShots,FC Heidenheim,Eintracht Frankfurt,Ellyes Skhiri,0.034428272396326065
77,0.9780000305175781,0.5890000152587891,Jonathan Burkardt,LeftFoot,MissedShots,FC Heidenheim,Eintracht Frankfurt,Hugo Larsson,0.09301148355007172
83,0.909000015258789,0.549000015258789,Robin Koch,Head,MissedShots,FC Heidenheim,Eintracht Frankfurt,Mario Götze,0.024127952754497528
84,0.7919999694824219,0.6819999694824219,Jonathan Burkardt,RightFoot,BlockedShot,FC Heidenheim,Eintracht Frankfurt,Jean Négoce,0.02519317716360092
85,0.7340000152587891,0.49900001525878906,Arthur Theate,LeftFoot,SavedShot,FC Heidenheim,Eintracht Frankfurt,Hugo Larsson,0.018900208175182343
85,0.924000015258789,0.555,Robin Koch,Head,MissedShots,FC Heidenheim,Eintracht Frankfurt,Mario Götze,0.0380915068089962
28,0.7530000305175781,0.64,Mahmoud Dahoud,RightFoot,BlockedShot,Eintracht Frankfurt,Mainz 05,Ellyes Skhiri,0.018812185153365135
45,0.8419999694824218,0.6659999847412109,Jean Négoce,RightFoot,BlockedShot,Eintracht Frankfurt,Mainz 05,Nathaniel Brown,0.047083497047424316
47,0.775,0.365,Rasmus Kristensen,RightFoot,BlockedShot,Eintracht Frankfurt,Mainz 05,,0.02128540351986885
48,0.774000015258789,0.3160000038146973,Ritsu Doan,LeftFoot,BlockedShot,Eintracht Frankfurt,Mainz 05,Rasmus Kristensen,0.02331412583589554
53,0.965,0.605,Ansgar Knauff,Head,SavedShot,Eintracht Frankfurt,Mainz 05,,0.28861674666404724
55,0.8540000152587891,0.674000015258789,Ansgar Knauff,RightFoot,MissedShots,Eintracht Frankfurt,Mainz 05,Jean Négoce,0.04676537588238716
57,0.8080000305175781,0.6859999847412109,Mahmoud Dahoud,RightFoot,BlockedShot,Eintracht Frankfurt,Mainz 05,Jonathan Burkardt,0.03614244610071182
61,0.7669999694824219,0.4929999923706055,Mahmoud Dahoud,LeftFoot,MissedShots,Eintracht Frankfurt,Mainz 05,Nathaniel Brown,0.02884896658360958
69,0.7559999847412109,0.6709999847412109,Mahmoud Dahoud,RightFoot,MissedShots,Eintracht Frankfurt,Mainz 05,,0.053930651396512985
77,0.8530000305175781,0.6630000305175782,Jean Négoce,LeftFoot,MissedShots,Eintracht Frankfurt,Mainz 05,Mahmoud Dahoud,0.043425142765045166
79,0.9419999694824219,0.33599998474121096,Ritsu Doan,LeftFoot,Goal,Eintracht Frankfurt,Mainz 05,Nnamdi Collins,0.37910133600234985
85,0.9290000152587891,0.635,Sepe Elye Wahi,LeftFoot,SavedShot,Eintracht Frankfurt,Mainz 05,Mario Götze,0.38635486364364624
86,0.9180000305175782,0.40599998474121096,Sepe Elye Wahi,Head,SavedShot,Eintracht Frankfurt,Mainz 05,Nathaniel Brown,0.09674398601055145
93,0.9730000305175781,0.3679999923706055,Sepe Elye Wahi,RightFoot,MissedShots,Eintracht Frankfurt,Mainz 05,Ritsu Doan,0.3081149458885193
1,0.9109999847412109,0.4929999923706055,Jonathan Burkardt,RightFoot,SavedShot,FC Cologne,Eintracht Frankfurt,Ansgar Knauff,0.34711602330207825
29,0.9019999694824219,0.4909999847412109,Jonathan Burkardt,Head,SavedShot,FC Cologne,Eintracht Frankfurt,Ansgar Knauff,0.09851682931184769
37,0.7969999694824219,0.3060000038146973,Ritsu Doan,LeftFoot,BlockedShot,FC Cologne,Eintracht Frankfurt,Mahmoud Dahoud,0.025951160117983818
38,0.9480000305175781,0.600999984741211,Arthur Theate,Head,Goal,FC Cologne,Eintracht Frankfurt,Farès Chaïbi,0.05724510923027992
50,0.875,0.535,Farès Chaïbi,RightFoot,SavedShot,FC Cologne,Eintracht Frankfurt,Mario Götze,0.37744948267936707
50,0.8440000152587891,0.5470000076293945,Mahmoud Dahoud,LeftFoot,Goal,FC Cologne,Eintracht Frankfurt,,0.065702885389328
54,0.9480000305175781,0.44400001525878907,Mahmoud Dahoud,Head,MissedShots,FC Cologne,Eintracht Frankfurt,Farès Chaïbi,0.06389660388231277
58,0.960999984741211,0.47200000762939454,Jonathan Burkardt,LeftFoot,Goal,FC Cologne,Eintracht Frankfurt,Ritsu Doan,0.6772122979164124
62,0.8919999694824219,0.485,Jonathan Burkardt,RightFoot,Goal,FC Cologne,Eintracht Frankfurt,Ansgar Knauff,0.5917300581932068
79,0.9030000305175782,0.7180000305175781,Sepe Elye Wahi,RightFoot,BlockedShot,FC Cologne,Eintracht Frankfurt,Nathaniel Brown,0.06557843089103699
88,0.885,0.27100000381469724,Farès Chaïbi,RightFoot,MissedShots,FC Cologne,Eintracht Frankfurt,Ellyes Skhiri,0.09946390241384506
1,0.9180000305175782,0.28700000762939454,Farès Chaïbi,RightFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,Ritsu Doan,0.04521537572145462
6,0.8159999847412109,0.2929999923706055,Ritsu Doan,LeftFoot,MissedShots,Eintracht Frankfurt,Wolfsburg,Rasmus Kristensen,0.02697909064590931
11,0.8830000305175781,0.590999984741211,Mario Götze,RightFoot,MissedShots,Eintracht Frankfurt,Wolfsburg,Jean Négoce,0.10424846410751343
18,0.7569999694824219,0.5070000076293946,Ellyes Skhiri,LeftFoot,MissedShots,Eintracht Frankfurt,Wolfsburg,,0.021864760667085648
31,0.9569999694824218,0.24600000381469728,Rasmus Kristensen,RightFoot,SavedShot,Eintracht Frankfurt,Wolfsburg,Ritsu Doan,0.03229636326432228
37,0.8080000305175781,0.53,Nathaniel Brown,RightFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,Jean Négoce,0.062204379588365555
41,0.93,0.4379999923706055,Arthur Theate,LeftFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,,0.2658291757106781
46,0.7519999694824219,0.72,Farès Chaïbi,RightFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,,0.04389994964003563
46,0.7819999694824219,0.37799999237060544,Rasmus Kristensen,RightFoot,MissedShots,Eintracht Frankfurt,Wolfsburg,Ansgar Knauff,0.02354663982987404
63,0.77,0.3120000076293945,Ritsu Doan,LeftFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,,0.05776404216885567
75,0.9540000152587891,0.6029999923706054,Rasmus Kristensen,Head,BlockedShot,Eintracht Frankfurt,Wolfsburg,Farès Chaïbi,0.05485766381025314
78,0.799000015258789,0.6029999923706054,Michy Batshuayi,LeftFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,Ansgar Knauff,0.030836336314678192
85,0.7469999694824219,0.43,Mahmoud Dahoud,RightFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,Arthur Theate,0.022839324548840523
95,0.885,0.5,Michy Batshuayi,RightFoot,Goal,Eintracht Frankfurt,Wolfsburg,,0.75777667760849
97,0.9109999847412109,0.4620000076293945,Ritsu Doan,LeftFoot,MissedShots,Eintracht Frankfurt,Wolfsburg,Michy Batshuayi,0.11035512387752533
0,0.865,0.625999984741211,Farès Chaïbi,LeftFoot,SavedShot,RasenBallsport Leipzig,Eintracht Frankfurt,Michy Batshuayi,0.07572650164365768
19,0.8809999847412109,0.42900001525878906,Ritsu Doan,LeftFoot,BlockedShot,RasenBallsport Leipzig,Eintracht Frankfurt,Rasmus Kristensen,0.0962691679596901
21,0.955999984741211,0.44299999237060544,Michy Batshuayi,LeftFoot,MissedShots,RasenBallsport Leipzig,Eintracht Frankfurt,Farès Chaïbi,0.10731980949640274
30,0.875999984741211,0.6830000305175781,Michy Batshuayi,RightFoot,BlockedShot,RasenBallsport Leipzig,Eintracht Frankfurt,Nathaniel Brown,0.056923046708106995
30,0.759000015258789,0.53,Mahmoud Dahoud,RightFoot,ShotOnPost,RasenBallsport Leipzig,Eintracht Frankfurt,Ritsu Doan,0.020531175658106804
41,0.8719999694824219,0.39,Farès Chaïbi,LeftFoot,BlockedShot,RasenBallsport Leipzig,Eintracht Frankfurt,,0.06739407777786255
50,0.8,0.69,Jean Négoce,LeftFoot,SavedShot,RasenBallsport Leipzig,Eintracht Frankfurt,Farès Chaïbi,0.023693537339568138
87,0.9469999694824218,0.35400001525878905,Farès Chaïbi,Head,BlockedShot,RasenBallsport Leipzig,Eintracht Frankfurt,,0.025431295856833458
9,0.9109999847412109,0.33599998474121096,Ansgar Knauff,RightFoot,SavedShot,Eintracht Frankfurt,Augsburg,,0.07042098790407181
20,0.899000015258789,0.34599998474121096,Ansgar Knauff,RightFoot,BlockedShot,Eintracht Frankfurt,Augsburg,Ritsu Doan,0.07811088860034943
20,0.8809999847412109,0.40299999237060546,Rasmus Kristensen,RightFoot,BlockedShot,Eintracht Frankfurt,Augsburg,Ritsu Doan,0.08424472063779831
20,0.9109999847412109,0.3110000038146973,Ansgar Knauff,RightFoot,SavedShot,Eintracht Frankfurt,Augsburg,,0.04948665201663971
20,0.9109999847412109,0.529000015258789,Arthur Theate,LeftFoot,MissedShots,Eintracht Frankfurt,Augsburg,,0.43277204036712646
47,0.75,0.590999984741211,Mahmoud Dahoud,RightFoot,MissedShots,Eintracht Frankfurt,Augsburg,Robin Koch,0.023377791047096252
47,0.8969999694824219,0.6,Rasmus Kristensen,Head,MissedShots,Eintracht Frankfurt,Augsburg,Ritsu Doan,0.11943810433149338
67,0.8530000305175781,0.40299999237060546,Ritsu Doan,LeftFoot,Goal,Eintracht Frankfurt,Augsburg,Oscar Højlund,0.10839155316352844
69,0.9,0.68,Ritsu Doan,LeftFoot,MissedShots,Eintracht Frankfurt,Augsburg,Ansgar Knauff,0.3920941948890686
71,0.9,0.3559999847412109,Can Uzun,RightFoot,BlockedShot,Eintracht Frankfurt,Augsburg,Ansgar Knauff,0.11651334911584854
72,0.8930000305175781,0.395,Ansgar Knauff,RightFoot,SavedShot,Eintracht Frankfurt,Augsburg,,0.10562913119792938
25,0.9209999847412109,0.4859999847412109,Hugo Larsson,RightFoot,Goal,Hamburger SV,Eintracht Frankfurt,Nathaniel Brown,0.4825340807437897
46,0.7419999694824219,0.7290000152587891,Mahmoud Dahoud,RightFoot,BlockedShot,Hamburger SV,Eintracht Frankfurt,,0.03931326046586037
56,0.8540000152587891,0.4590000152587891,Hugo Larsson,LeftFoot,BlockedShot,Hamburger SV,Eintracht Frankfurt,Oscar Højlund,0.08297412842512131
58,0.9530000305175781,0.57,Ansgar Knauff,RightFoot,SavedShot,Hamburger SV,Eintracht Frankfurt,,0.10921847075223923
